Easting,Northing,Elevation,Distance (m),origin,longitude,latitude
407809.873475226,1420172.46126318,28.0018396737305,54.0045394897461,Maptiler terrain provider,12.845230959433003,80.15041360180396
407810.871160553,1420172.39760032,27.9812988875652,55.0046234130859,Maptiler terrain provider,12.845230413544563,80.15042279728556
407811.868845875,1420172.33393746,27.9607581019891,56.0047073364258,Maptiler terrain provider,12.845229867655798,80.1504319927671
407812.866531206,1420172.2702746,27.9402173167102,57.0047912597656,Maptiler terrain provider,12.845229321766707,80.15044118824869
407813.864216534,1420172.20661175,27.9196765319372,58.0048751831055,Maptiler terrain provider,12.845228775877382,80.15045038373023
407814.861901864,1420172.14294889,27.8991357476064,59.0049591064453,Maptiler terrain provider,12.845228229987647,80.15045957921178
407815.859587194,1420172.07928603,27.8785949637471,60.0050430297852,Maptiler terrain provider,12.845227684097583,80.15046877469331
407816.857272522,1420172.01562317,27.8580541803939,61.005126953125,Maptiler terrain provider,12.845227138207193,80.15047797017479
407817.854957857,1420171.95196031,27.8375133973192,62.0052108764648,Maptiler terrain provider,12.845226592316484,80.15048716565633
407818.852643194,1420171.88829745,27.8169726146974,63.0052947998047,Maptiler terrain provider,12.845226046425445,80.15049636113787
407819.850328534,1420171.82463459,27.7964318324698,64.0053787231445,Maptiler terrain provider,12.845225500534086,80.15050555661941
407820.848013869,1420171.76097173,27.7758910507982,65.0054626464844,Maptiler terrain provider,12.845224954642399,80.15051475210089
407821.845699213,1420171.69730887,27.7553502694383,66.0055465698242,Maptiler terrain provider,12.84522440875039,80.15052394758244
407822.843384546,1420171.63364601,27.7348094887443,67.0056304931641,Maptiler terrain provider,12.845223862858054,80.15053314306385
407823.841069894,1420171.56998315,27.714268708217,68.0057144165039,Maptiler terrain provider,12.845223316965399,80.15054233854539
407824.838755237,1420171.5063203,27.693727928223,69.0057983398438,Maptiler terrain provider,12.845222771072502,80.15055153402687
407825.836440576,1420171.44265744,27.6731871488388,70.0058822631836,Maptiler terrain provider,12.845222225179196,80.1505607295083
407826.83412593,1420171.37899458,27.652646369547,71.0059661865234,Maptiler terrain provider,12.845221679285562,80.15056992498984
407827.831811274,1420171.31533172,27.6321055909267,72.0060501098633,Maptiler terrain provider,12.845221133391606,80.15057912047126
407828.829496626,1420171.25166886,27.6115648126331,73.0061340332031,Maptiler terrain provider,12.845220587497325,80.15058831595275
407829.827181985,1420171.188006,27.5910240346453,74.006217956543,Maptiler terrain provider,12.84522004160272,80.15059751143428
407830.824867335,1420171.12434314,27.570483257337,75.0063018798828,Maptiler terrain provider,12.84521949570779,80.15060670691571
407831.82255268,1420171.06068029,27.5499424805434,76.0063858032227,Maptiler terrain provider,12.845218949812622,80.15061590239708
407832.820238047,1420170.99701743,27.5294017037989,77.0064697265625,Maptiler terrain provider,12.845218403917047,80.15062509787862
407833.817923402,1420170.93335457,27.5088609277575,78.0065536499023,Maptiler terrain provider,12.845217858021142,80.15063429336004
407834.81560876,1420170.86969171,27.4883201521102,79.0066375732422,Maptiler terrain provider,12.845217312124916,80.15064348884147
407835.813294119,1420170.80602885,27.4677793768973,80.006721496582,Maptiler terrain provider,12.845216766228363,80.15065268432289
407836.810979481,1420170.742366,27.4472386020991,81.0068054199219,Maptiler terrain provider,12.845216220331576,80.15066187980432
407837.808664839,1420170.67870314,27.4266978278715,82.0068893432617,Maptiler terrain provider,12.845215674434373,80.15067107528569
407838.806350205,1420170.61504028,27.4061570539038,83.0069732666016,Maptiler terrain provider,12.845215128536848,80.15068027076711
407839.804035573,1420170.55137742,27.385616280354,84.0070571899414,Maptiler terrain provider,12.845214582638997,80.15068946624854
407840.801720938,1420170.48771457,27.3650755073531,85.0071411132813,Maptiler terrain provider,12.845214036740913,80.1506986617299
407841.799406309,1420170.42405171,27.3445347346875,86.0072250366211,Maptiler terrain provider,12.845213490842413,80.15070785721133
407842.797091684,1420170.36038885,27.3239939624202,87.0073089599609,Maptiler terrain provider,12.845212944943588,80.15071705269276
407843.794777053,1420170.29672599,27.3034531906841,88.0073928833008,Maptiler terrain provider,12.84521239904444,80.15072624817412
407844.792462425,1420170.23306313,27.2829124193923,89.0074768066406,Maptiler terrain provider,12.84521185314497,80.15073544365549
407845.790147799,1420170.16940028,27.2623716485074,90.0075607299805,Maptiler terrain provider,12.845211307245263,80.15074463913686
407846.787833177,1420170.10573742,27.2418308780373,91.0076446533203,Maptiler terrain provider,12.845210761345141,80.15075383461824
407847.785518555,1420170.04207456,27.2212901079995,92.0077362060547,Maptiler terrain provider,12.845210215444695,80.1507630300996
407848.783203935,1420169.9784117,27.2007493383894,93.0078201293945,Maptiler terrain provider,12.845209669543925,80.15077222558097
407849.780889317,1420169.91474885,27.1802085691842,94.0079040527344,Maptiler terrain provider,12.84520912364292,80.15078142106233
407850.778574688,1420169.85108599,27.1596678006857,95.0079879760742,Maptiler terrain provider,12.8452085777415,80.15079061654359
407851.776260082,1420169.78742313,27.1391270322012,96.0080718994141,Maptiler terrain provider,12.845208031839752,80.15079981202501
407852.773945457,1420169.72376028,27.1185862645353,97.0081558227539,Maptiler terrain provider,12.845207485937777,80.15080900750627
407853.771630848,1420169.66009742,27.0980454970284,98.0082397460938,Maptiler terrain provider,12.845206940035387,80.15081820298764
407854.769316234,1420169.59643456,27.077504730046,99.0083236694336,Maptiler terrain provider,12.845206394132665,80.15082739846895
407855.767001623,1420169.5327717,27.0569639635244,100.008407592773,Maptiler terrain provider,12.845205848229629,80.15083659395026
407856.764687013,1420169.46910885,27.0364231974205,101.008491516113,Maptiler terrain provider,12.845205302326349,80.15084578943157
407857.762372406,1420169.40544599,27.0158824317108,102.008575439453,Maptiler terrain provider,12.845204756422657,80.15085498491288
407858.760057801,1420169.34178313,26.9953416664267,103.008659362793,Maptiler terrain provider,12.845204210518643,80.1508641803942
407859.757743196,1420169.27812027,26.9748009016141,104.008743286133,Maptiler terrain provider,12.845203664614305,80.1508733758755
407860.755428596,1420169.21445742,26.9542601371419,105.008827209473,Maptiler terrain provider,12.84520311870973,80.15088257135682
407861.75311399,1420169.15079456,26.9337193732795,106.008911132813,Maptiler terrain provider,12.845202572804741,80.15089176683807
407862.750799393,1420169.08713171,26.9131786096751,107.008995056152,Maptiler terrain provider,12.845202026899518,80.15090096231938
407863.748484791,1420169.02346885,26.8926378466225,108.009078979492,Maptiler terrain provider,12.845201480993879,80.15091015780064
407864.746170192,1420168.95980599,26.8720970840328,109.009162902832,Maptiler terrain provider,12.84520093508792,80.15091935328189
407865.743855595,1420168.89614314,26.8515563218206,110.009246826172,Maptiler terrain provider,12.845200389181723,80.15092854876315
407866.741540993,1420168.83248028,26.8310155601898,111.009330749512,Maptiler terrain provider,12.845199843275111,80.15093774424435
407867.739226406,1420168.76881742,26.8104747986906,112.009414672852,Maptiler terrain provider,12.845199297368174,80.15094693972566
407868.736911815,1420168.70515457,26.7899340377619,113.009498596191,Maptiler terrain provider,12.845198751461007,80.15095613520691
407869.734597226,1420168.64149171,26.7693932772588,114.009582519531,Maptiler terrain provider,12.845198205553421,80.15096533068817
407870.732282633,1420168.57782885,26.7488525172968,115.009666442871,Maptiler terrain provider,12.845197659645514,80.15097452616936
407871.729968047,1420168.514166,26.7283117576243,116.009750366211,Maptiler terrain provider,12.845197113737374,80.15098372165062
407872.727653459,1420168.45050314,26.7077709984928,117.009834289551,Maptiler terrain provider,12.845196567828813,80.15099291713182
407873.725338872,1420168.38684029,26.687230239787,118.009918212891,Maptiler terrain provider,12.845196021920021,80.15100211261301
407874.723024293,1420168.32317743,26.6666894813892,119.01000213623,Maptiler terrain provider,12.845195476010813,80.15101130809427
407875.72070971,1420168.25951458,26.6461487234952,120.01008605957,Maptiler terrain provider,12.845194930101373,80.15102050357547
407876.71839513,1420168.19585172,26.6256079660827,121.01016998291,Maptiler terrain provider,12.845194384191519,80.15102969905666
407877.71608055,1420168.13218886,26.6050672090859,122.01025390625,Maptiler terrain provider,12.845193838281338,80.15103889453786
407878.713765973,1420168.06852601,26.5845264525018,123.01033782959,Maptiler terrain provider,12.845193292370926,80.15104809001906
407879.711451392,1420168.00486315,26.5639856964367,124.01042175293,Maptiler terrain provider,12.845192746460095,80.1510572855002
407880.70913682,1420167.94120029,26.5434449407017,125.01050567627,Maptiler terrain provider,12.845192200548942,80.1510664809814
407881.706822244,1420167.87753744,26.5229041854934,126.010589599609,Maptiler terrain provider,12.845191654637553,80.15107567646255
407882.704507674,1420167.81387458,26.5023634305833,127.010673522949,Maptiler terrain provider,12.845191108725754,80.15108487194374
407883.702193108,1420167.75021173,26.4818226760673,128.010757446289,Maptiler terrain provider,12.845190562813716,80.15109406742494
407884.699878537,1420167.68654887,26.4612819221611,129.010848999023,Maptiler terrain provider,12.845190016901263,80.15110326290608
407885.697563969,1420167.62288602,26.4407411686138,130.010925292969,Maptiler terrain provider,12.845189470988581,80.15111245838722
407886.695249395,1420167.55922316,26.4202004156665,131.011016845703,Maptiler terrain provider,12.845188925075478,80.1511216538683
407887.692934832,1420167.49556031,26.399659662985,132.011093139648,Maptiler terrain provider,12.845188379162142,80.15113084934944
407888.690620274,1420167.43189745,26.3791189106036,133.011184692383,Maptiler terrain provider,12.845187833248392,80.15114004483064
407889.688305715,1420167.3682346,26.3585781587546,134.011260986328,Maptiler terrain provider,12.84518728733441,80.15114924031178
407890.68599115,1420167.30457174,26.3380374074762,135.011352539063,Maptiler terrain provider,12.845186741420015,80.15115843579288
407891.683676587,1420167.24090888,26.3174966566527,136.011428833008,Maptiler terrain provider,12.845186195505292,80.15116763127395
407892.681362033,1420167.17724603,26.2969559060578,137.011520385742,Maptiler terrain provider,12.845185649590332,80.15117682675509
407893.679047474,1420167.11358317,26.2764151560649,138.011596679688,Maptiler terrain provider,12.845185103674963,80.15118602223617
407894.676732925,1420167.04992032,26.2558744063005,139.011688232422,Maptiler terrain provider,12.845184557759357,80.15119521771732
407895.67441837,1420166.98625747,26.2353336571273,140.011764526367,Maptiler terrain provider,12.845184011843427,80.1512044131984
407896.672103817,1420166.92259461,26.2147929083905,141.011856079102,Maptiler terrain provider,12.845183465927084,80.15121360867948
407897.669789267,1420166.85893176,26.1942521600664,142.011932373047,Maptiler terrain provider,12.845182920010503,80.15122280416057
407898.667474725,1420166.7952689,26.1737114120111,143.012023925781,Maptiler terrain provider,12.84518237409351,80.15123199964171
407899.665160173,1420166.73160605,26.1531706646537,144.012100219727,Maptiler terrain provider,12.84518182817628,80.15124119512274
407900.662845622,1420166.66794319,26.1326299177327,145.012191772461,Maptiler terrain provider,12.84518128225864,80.15125039060376
407901.660531081,1420166.60428034,26.1120891710511,146.012268066406,Maptiler terrain provider,12.84518073634076,80.15125958608485
407902.658216541,1420166.54061748,26.0915484248137,147.012359619141,Maptiler terrain provider,12.84518019042247,80.15126878156593
407903.655901996,1420166.47695463,26.0710076791468,148.012435913086,Maptiler terrain provider,12.845179644503947,80.15127797704696
407904.653587461,1420166.41329177,26.0504669337585,149.01252746582,Maptiler terrain provider,12.845179098585003,80.15128717252804
407905.651272915,1420166.34962892,26.0299261890583,150.012603759766,Maptiler terrain provider,12.845178552665828,80.15129636800901
407906.648958376,1420166.28596606,26.0093854446475,151.0126953125,Maptiler terrain provider,12.845178006746236,80.15130556349004
407907.646643841,1420166.22230321,25.9888447006516,152.012771606445,Maptiler terrain provider,12.845177460826417,80.15131475897108
407908.644329312,1420166.15864035,25.9683039569723,153.01286315918,Maptiler terrain provider,12.845176914906176,80.15132395445215
407909.642014774,1420166.0949775,25.9477632139332,154.012939453125,Maptiler terrain provider,12.845176368985703,80.15133314993312
407910.639700245,1420166.03131465,25.9272224711727,155.013031005859,Maptiler terrain provider,12.845175823064908,80.15134234541415
407911.63738571,1420165.96765179,25.9066817290513,156.013107299805,Maptiler terrain provider,12.845175277143696,80.15135154089512
407912.635071186,1420165.90398894,25.8861409871399,157.013198852539,Maptiler terrain provider,12.845174731222249,80.15136073637615
407913.632756661,1420165.84032608,25.8656002456835,158.013275146484,Maptiler terrain provider,12.845174185300392,80.15136993185718
407914.630442134,1420165.77666323,25.845059504731,159.013366699219,Maptiler terrain provider,12.845173639378293,80.15137912733815
407915.628127608,1420165.71300038,25.82451876426,160.013442993164,Maptiler terrain provider,12.845173093455875,80.15138832281912
407916.625813085,1420165.64933752,25.8039780241566,161.013534545898,Maptiler terrain provider,12.84517254753304,80.15139751830009
407917.623498563,1420165.58567467,25.7834372845161,162.013610839844,Maptiler terrain provider,12.845172001609976,80.15140671378106
407918.621184044,1420165.52201182,25.7628965452804,163.013702392578,Maptiler terrain provider,12.845171455686577,80.15141590926203
407919.618869525,1420165.45834896,25.7423558064812,164.013778686523,Maptiler terrain provider,12.845170909762771,80.151425104743
407920.61655501,1420165.39468611,25.7218150680968,165.013870239258,Maptiler terrain provider,12.84517036383873,80.15143430022397
407921.614240491,1420165.33102325,25.7012743302535,166.013946533203,Maptiler terrain provider,12.845169817914272,80.15144349570488
407922.611925985,1420165.2673604,25.6807335925613,167.014038085938,Maptiler terrain provider,12.845169271989583,80.15145269118591
407923.609611464,1420165.20369755,25.6601928557141,168.014114379883,Maptiler terrain provider,12.845168726064568,80.15146188666677
407924.607296957,1420165.14003469,25.6396521190093,169.014205932617,Maptiler terrain provider,12.845168180139137,80.15147108214774
407925.604982445,1420165.07637184,25.6191113828565,170.014282226563,Maptiler terrain provider,12.845167634213475,80.15148027762865
407926.602667936,1420165.01270899,25.5985706470998,171.014373779297,Maptiler terrain provider,12.845167088287484,80.15148947310956
407927.600353428,1420164.94904613,25.5780299118147,172.014450073242,Maptiler terrain provider,12.845166542361081,80.15149866859048
407928.598038924,1420164.88538328,25.5574891768885,173.014541625977,Maptiler terrain provider,12.845165996434448,80.1515078640714
407929.59572442,1420164.82172043,25.5369484424525,174.014617919922,Maptiler terrain provider,12.845165450507482,80.1515170595523
407930.593409913,1420164.75805757,25.5164077085225,175.014709472656,Maptiler terrain provider,12.845164904580104,80.15152625503316
407931.59109542,1420164.69439472,25.4958669747535,176.014785766602,Maptiler terrain provider,12.845164358652493,80.15153545051413
407932.588780917,1420164.63073187,25.4753262416912,177.014877319336,Maptiler terrain provider,12.845163812724559,80.15154464599499
407933.586466421,1420164.56706902,25.4547855088977,178.014953613281,Maptiler terrain provider,12.8451632667963,80.1515538414759
407934.584151922,1420164.50340616,25.4342447766473,179.015045166016,Maptiler terrain provider,12.845162720867625,80.15156303695676
407935.581837431,1420164.43974331,25.4137040447236,180.015121459961,Maptiler terrain provider,12.845162174938718,80.15157223243767
407936.579522936,1420164.37608046,25.3931633133409,181.015213012695,Maptiler terrain provider,12.845161629009484,80.15158142791853
407937.577208443,1420164.3124176,25.3726225823653,182.015289306641,Maptiler terrain provider,12.845161083079836,80.15159062339939
407938.574893946,1420164.24875475,25.3520818519308,183.015380859375,Maptiler terrain provider,12.845160537149953,80.15159981888019
407939.572579463,1420164.1850919,25.3315411216867,184.015472412109,Maptiler terrain provider,12.845159991219747,80.1516090143611
407940.570264971,1420164.12142905,25.3110003921013,185.015548706055,Maptiler terrain provider,12.845159445289216,80.1516182098419
407941.567950486,1420164.05776619,25.2904596627867,186.015640258789,Maptiler terrain provider,12.845158899358271,80.15162740532276
407942.565635997,1420163.99410334,25.2699189340819,187.015716552734,Maptiler terrain provider,12.845158353427092,80.15163660080356
407943.563321516,1420163.93044049,25.249378205635,188.015808105469,Maptiler terrain provider,12.845157807495587,80.15164579628441
407944.561007032,1420163.86677764,25.2288374777107,189.015884399414,Maptiler terrain provider,12.845157261563756,80.15165499176521
407945.558692549,1420163.80311478,25.20829675026,190.015975952148,Maptiler terrain provider,12.845156715631514,80.15166418724601
407946.556378074,1420163.73945193,25.1877560230692,191.016052246094,Maptiler terrain provider,12.845156169699035,80.15167338272687
407947.554063595,1420163.67578908,25.167215296449,192.016143798828,Maptiler terrain provider,12.845155623766235,80.15168257820767
407948.551749112,1420163.61212623,25.1466745703906,193.016220092773,Maptiler terrain provider,12.845155077833105,80.15169177368841
407949.549434644,1420163.54846337,25.1261338444539,194.016311645508,Maptiler terrain provider,12.845154531899567,80.15170096916927
407950.547120165,1420163.48480052,25.1055931192074,195.016387939453,Maptiler terrain provider,12.84515398596579,80.15171016465001
407951.544805701,1420163.42113767,25.0850523941385,196.016479492188,Maptiler terrain provider,12.845153440031691,80.15171936013087
407952.542491226,1420163.35747482,25.0645116697411,197.016555786133,Maptiler terrain provider,12.845152894097264,80.15172855561161
407953.54017676,1420163.29381197,25.0439709456203,198.016647338867,Maptiler terrain provider,12.845152348162518,80.15173775109241
407954.53786229,1420163.23014911,25.023430222072,199.016723632813,Maptiler terrain provider,12.845151802227356,80.15174694657316
407955.535547822,1420163.16648626,25.0028894989308,200.016815185547,Maptiler terrain provider,12.845151256291956,80.1517561420539
407956.533233355,1420163.10282341,24.9823487762317,201.016891479492,Maptiler terrain provider,12.845150710356233,80.15176533753464
407957.530918896,1420163.03916056,24.9618080538199,202.016983032227,Maptiler terrain provider,12.845150164420184,80.15177453301544
407958.528604429,1420162.97549771,24.9412673320875,203.017059326172,Maptiler terrain provider,12.845149618483816,80.15178372849613
407959.526289974,1420162.91183486,24.9207266104897,204.017150878906,Maptiler terrain provider,12.845149072547116,80.15179292397693
407960.52397551,1420162.848172,24.9001858895878,205.017227172852,Maptiler terrain provider,12.845148526610007,80.15180211945761
407961.521661054,1420162.78450915,24.8796451689754,206.017318725586,Maptiler terrain provider,12.845147980672666,80.15181131493836
407962.519346593,1420162.7208463,24.859104448952,207.017395019531,Maptiler terrain provider,12.845147434734995,80.15182051041904
407963.517032141,1420162.65718345,24.8385637291701,208.017486572266,Maptiler terrain provider,12.845146888797,80.15182970589979
407964.514717685,1420162.5935206,24.8180230099479,209.017562866211,Maptiler terrain provider,12.845146342858683,80.15183890138047
407965.512403237,1420162.52985775,24.7974822910337,210.017654418945,Maptiler terrain provider,12.84514579692004,80.15184809686122
407966.510088779,1420162.4661949,24.776941572791,211.017730712891,Maptiler terrain provider,12.845145250981075,80.15185729234184
407967.507774335,1420162.40253204,24.7564008547073,212.017822265625,Maptiler terrain provider,12.845144705041688,80.15186648782259
407968.505459888,1420162.3388692,24.7358601371462,213.01789855957,Maptiler terrain provider,12.845144159102167,80.15187568330327
407969.503145448,1420162.27520634,24.7153194199116,214.017990112305,Maptiler terrain provider,12.845143613162136,80.15188487878402
407970.500830998,1420162.21154349,24.6947787033673,215.01806640625,Maptiler terrain provider,12.845143067221871,80.15189407426465
407971.498516556,1420162.14788064,24.6742379871102,216.018157958984,Maptiler terrain provider,12.845142521281282,80.15190326974533
407972.496202109,1420162.08421779,24.6536972713964,217.01823425293,Maptiler terrain provider,12.845141975340367,80.15191246522596
407973.493887672,1420162.02055494,24.6331565559776,218.018325805664,Maptiler terrain provider,12.84514142939913,80.15192166070665
407974.491573236,1420161.95689209,24.6126158409953,219.018402099609,Maptiler terrain provider,12.845140883457567,80.15193085618733
407975.489258791,1420161.89322924,24.5920751266531,220.018493652344,Maptiler terrain provider,12.845140337515678,80.1519400516679
407976.48694436,1420161.82956639,24.5715344124719,221.018569946289,Maptiler terrain provider,12.845139791573468,80.1519492471486
407977.484629924,1420161.76590354,24.5509936988633,222.018661499023,Maptiler terrain provider,12.845139245630932,80.15195844262922
407978.48231549,1420161.70224069,24.5304529856597,223.018737792969,Maptiler terrain provider,12.845138699688071,80.15196763810985
407979.480001059,1420161.63857784,24.5099122728981,224.018829345703,Maptiler terrain provider,12.845138153744886,80.15197683359048
407980.477686629,1420161.57491499,24.4893715605436,225.018905639648,Maptiler terrain provider,12.845137607801377,80.15198602907111
407981.475372201,1420161.51125213,24.4688308486332,226.018997192383,Maptiler terrain provider,12.845137061857454,80.15199522455174
407982.47305777,1420161.44758928,24.448290137264,227.019073486328,Maptiler terrain provider,12.845136515913294,80.15200442003233
407983.47074334,1420161.38392643,24.4277494263312,228.019165039063,Maptiler terrain provider,12.845135969968812,80.15201361551289
407984.468428919,1420161.32026358,24.4072087156749,229.019241333008,Maptiler terrain provider,12.845135424024003,80.15202281099351
407985.466114499,1420161.25660073,24.3866680054256,230.019332885742,Maptiler terrain provider,12.845134878078872,80.15203200647414
407986.463800069,1420161.19293788,24.3661272958458,231.019409179688,Maptiler terrain provider,12.845134332133417,80.15204120195466
407987.461485649,1420161.12927503,24.3455865865818,232.019500732422,Maptiler terrain provider,12.845133786187635,80.15205039743523
407988.459171235,1420161.06561218,24.3250458776052,233.019577026367,Maptiler terrain provider,12.845133240241529,80.15205959291586
407989.456856819,1420161.00194933,24.3045051691717,234.019668579102,Maptiler terrain provider,12.8451326942951,80.15206878839643
407990.454542403,1420160.93828648,24.2839644611933,235.019744873047,Maptiler terrain provider,12.845132148348346,80.152077983877
407991.452227983,1420160.87462363,24.2634237537374,236.019836425781,Maptiler terrain provider,12.845131602401269,80.15208717935752
407992.449913573,1420160.81096078,24.2428830465394,237.019912719727,Maptiler terrain provider,12.845131056453864,80.1520963748381
407993.447599164,1420160.74729793,24.2223423398042,238.020004272461,Maptiler terrain provider,12.845130510506138,80.15210557031867
407994.445284756,1420160.68363508,24.2018016334868,239.020080566406,Maptiler terrain provider,12.845129964558087,80.15211476579924
407995.44297034,1420160.61997223,24.1812609278281,240.020172119141,Maptiler terrain provider,12.845129418609709,80.1521239612797
407996.440655937,1420160.55630938,24.160720222349,241.020248413086,Maptiler terrain provider,12.845128872661007,80.15213315676029
